"group.all" "pa" "lon" "lat" "bio1" "bio2" "bio3"
"72" 2 1 -39.5844444 -15.7388889 230 82 66
"73" 2 1 -39.7333333 -14.5666667 229 74 66
"74" 1 1 -43.1861111 -22.9647222 224 82 56
"75" 2 1 -41.9666667 -22.7166667 229 68 56
"76" 1 1 -34.9502778 -8.0127778 256 64 69
"77" 1 1 -39.7333333 -14.5666667 229 74 66
"78" 3 1 -50.8666667 -11.7833333 275 120 74
"79" 2 1 -39.5777778 -15.6986111 230 82 66
"80" 2 1 -39.25 -17.65 244 75 63
"81" 1 1 -39.2022222 -16.4191667 241 78 66
"82" 1 1 -36.2666667 -10.0333333 244 79 69
"83" 3 1 -43.1630556 -22.9633333 231 82 56
"84" 3 1 -47.8777778 -15.9472222 208 114 71
"85" 3 1 -43.0875 -22.9444444 231 82 56
"86" 3 1 -39.5433333 -15.1636111 235 75 64
"87" 2 1 -39.2022222 -16.4191667 241 78 66
"88" 1 1 -43.1861111 -22.9647222 224 82 56
"89" 2 1 -39.7333333 -14.5666667 229 74 66
"90" 1 1 -35.135 -6.9602778 253 87 71
"91" 2 1 -39.7333333 -14.5666667 229 74 66
"92" 3 1 -39.7333333 -14.65 229 74 66
"1100" 1 0 -50.9166666666667 -9.41666666666667 263 129 75
"2100" 3 0 -63.4166666666667 -10.0833333333333 253 113 72
"310" 1 0 -48.75 -4.58333333333333 265 104 83
"410" 3 0 -67.25 -1.91666666666667 257 90 85
"510" 1 0 -53.0833333333333 -32.9166666666667 174 95 47
"610" 3 0 -42.0833333333333 -17.5833333333333 209 122 68
"710" 2 0 -50.9166666666667 -4.41666666666667 255 102 84
"810" 1 0 -58.4166666666667 -16.75 260 123 67
"910" 2 0 -64.5833333333333 -11.75 261 117 72
"1010" 2 0 -50.9166666666667 -7.58333333333333 243 128 78
"1110" 1 0 -55.4166666666667 -5.41666666666667 257 107 76
"1210" 1 0 -72.25 -6.41666666666667 257 100 79
"1310" 1 0 -67.9166666666667 -15.25 208 104 73
"1410" 2 0 -50.9166666666667 -4.25 257 101 84
"1510" 2 0 -41.9166666666667 -10.9166666666667 245 126 74
"1610" 3 0 -41.9166666666667 -2.75 274 99 82
"1710" 2 0 -60.4166666666667 -9.41666666666667 252 119 68
"1810" 2 0 -56.75 -7.25 258 117 66
"1910" 1 0 -43.9166666666667 -13.75 238 127 73
"2010" 2 0 -50.5833333333333 -13.0833333333333 268 118 71
"2110" 3 0 -53.75 -24.4166666666667 205 129 60
"2210" 3 0 -60.4166666666667 -6.91666666666667 263 101 71
"2310" 2 0 -48.25 -22.5833333333333 208 119 63
"24" 1 0 -38.25 -11.75 232 87 67
"2510" 3 0 -45.4166666666667 -20.5833333333333 205 130 67
"2610" 2 0 -68.9166666666667 -10.4166666666667 250 110 70
"2710" 1 0 -44.4166666666667 -15.25 233 129 69
"2810" 2 0 -68.75 -4.75 256 98 85
"2910" 3 0 -47.75 -4.58333333333333 258 110 81
"301" 1 0 -41.75 -18.75 239 116 65
"311" 2 0 -71.75 -16.75 181 150 85
"321" 2 0 -48.25 -10.9166666666667 260 125 66
"331" 3 0 -42.0833333333333 -21.0833333333333 219 124 62
"341" 2 0 -72.0833333333333 -4.91666666666667 259 98 83
"351" 3 0 -59.0833333333333 -11.75 234 132 69
"361" 1 0 -37.75 -10.0833333333333 237 85 64
"371" 2 0 -40.4166666666667 -12.25 229 98 70
"381" 3 0 -39.4166666666667 -9.75 234 116 70
"391" 1 0 -42.5833333333333 -19.75 234 120 63
"401" 2 0 -67.5833333333333 -13.9166666666667 259 111 72
"411" 2 0 -55.5833333333333 -25.0833333333333 217 113 54
"421" 1 0 -53.0833333333333 -8.58333333333333 250 136 72
"431" 2 0 -70.4166666666667 -5.75 257 103 85
"441" 1 0 -52.75 -7.91666666666667 250 133 74
"451" 1 0 -40.25 -3.25 272 114 80
"461" 1 0 -59.5833333333333 -8.91666666666667 256 118 67
"471" 3 0 -48.0833333333333 -17.5833333333333 234 143 69
"481" 1 0 -50.9166666666667 -16.25 253 112 68
"491" 1 0 -48.75 -10.25 263 119 70
"501" 2 0 -45.25 -21.9166666666667 194 137 67
"511" 2 0 -36.25 -6.75 227 93 75
"521" 1 0 -45.25 -14.5833333333333 230 129 71
"531" 3 0 -49.9166666666667 -23.4166666666667 202 123 63
"541" 2 0 -55.0833333333333 -21.75 233 117 62
"551" 1 0 -41.75 -9.41666666666667 261 125 79
"561" 2 0 -39.4166666666667 -3.58333333333333 262 91 79
"571" 2 0 -68.0833333333333 -17.75 71 185 70
"581" 1 0 -53.4166666666667 -14.5833333333333 232 144 70
"591" 2 0 -40.4166666666667 -5.08333333333333 254 103 78
"601" 3 0 -42.5833333333333 -12.4166666666667 249 133 72
"611" 3 0 -51.0833333333333 -10.75 272 124 74
"621" 2 0 -58.0833333333333 -18.9166666666667 257 126 67
"631" 1 0 -55.25 -15.5833333333333 224 126 68
"641" 1 0 -47.75 -8.41666666666667 264 119 74
"651" 1 0 -67.9166666666667 -15.4166666666667 228 102 70
"661" 3 0 -51.4166666666667 -18.0833333333333 237 119 73
"671" 2 0 -65.5833333333333 -7.25 262 102 78
"681" 2 0 -52.4166666666667 -22.75 218 126 64
"691" 3 0 -65.9166666666667 -8.08333333333333 261 105 78
"701" 1 0 -42.4166666666667 -4.25 270 115 72
"711" 1 0 -51.0833333333333 -9.41666666666667 256 130 74
"721" 1 0 -66.9166666666667 -9.41666666666667 259 109 76
"731" 3 0 -65.5833333333333 -12.4166666666667 265 118 71
"741" 2 0 -63.4166666666667 -14.5833333333333 255 122 69
"751" 3 0 -45.75 -19.9166666666667 216 137 66
"761" 2 0 -63.75 -3.75 266 88 84
"771" 3 0 -51.5833333333333 -4.58333333333333 250 102 82
"781" 1 0 -64.75 -12.25 262 119 71
"791" 2 0 -44.75 -10.4166666666667 251 148 69
"801" 3 0 -46.75 -10.5833333333333 254 130 71
"811" 2 0 -49.75 -23.5833333333333 202 121 62
"821" 2 0 -51.0833333333333 -27.0833333333333 162 117 55
"831" 3 0 -47.9166666666667 -22.5833333333333 206 116 62
"841" 1 0 -53.75 -5.75 249 114 78
"851" 1 0 -72.4166666666667 -13.4166666666667 84 162 74
"861" 2 0 -46.4166666666667 -8.08333333333333 257 119 73
"871" 3 0 -53.5833333333333 -26.25 176 134 59
"881" 3 0 -41.4166666666667 -19.9166666666667 229 121 66
"891" 3 0 -54.25 -16.75 242 130 67
"901" 1 0 -48.5833333333333 -12.5833333333333 258 119 68
"911" 1 0 -57.25 -8.25 256 122 65
"921" 3 0 -56.4166666666667 -14.9166666666667 246 111 69
"93" 1 0 -55.0833333333333 -25.75 208 129 56
"94" 3 0 -73.0833333333333 -10.0833333333333 256 114 78
"95" 1 0 -43.9166666666667 -16.0833333333333 230 132 70
"96" 2 0 -54.9166666666667 -14.0833333333333 241 135 72
"97" 3 0 -59.5833333333333 -14.9166666666667 237 135 71
"98" 3 0 -52.75 -4.25 250 100 81
"99" 3 0 -55.75 -28.9166666666667 201 119 50
"100" 1 0 -62.4166666666667 -7.25 263 102 72
"101" 3 0 -54.4166666666667 -18.9166666666667 249 122 68
"102" 3 0 -71.75 -16.0833333333333 95 175 77
"103" 3 0 -51.25 -10.75 269 126 75
"104" 2 0 -71.75 -11.5833333333333 252 116 78
"105" 2 0 -49.0833333333333 -27.4166666666667 173 89 50
"106" 1 0 -69.75 -13.75 210 108 75
"107" 3 0 -50.4166666666667 -28.0833333333333 157 103 53
"108" 2 0 -51.0833333333333 -29.4166666666667 178 94 51
"109" 3 0 -37.75 -7.08333333333333 253 96 72
"110" 3 0 -38.9166666666667 -10.4166666666667 230 114 70
"111" 1 0 -49.9166666666667 -16.75 239 111 67
"112" 3 0 -42.0833333333333 -22.9166666666667 230 65 57
"113" 3 0 -35.75 -9.25 240 70 69
"114" 2 0 -44.4166666666667 -3.25 272 92 82
"115" 3 0 -41.25 -14.75 231 107 70
"116" 3 0 -65.75 -6.75 262 100 80
"117" 3 0 -43.0833333333333 -9.25 258 139 79
"118" 2 0 -46.4166666666667 -14.5833333333333 237 111 70
"119" 1 0 -46.75 -17.9166666666667 236 119 73
"120" 1 0 -45.9166666666667 -18.75 221 124 70
"121" 2 0 -66.75 -10.9166666666667 263 111 70
"122" 3 0 -72.75 -9.91666666666667 258 113 78
"123" 1 0 -65.9166666666667 -7.08333333333333 262 101 78
"124" 1 0 -52.75 -6.58333333333333 250 123 79
"125" 1 0 -65.75 -13.0833333333333 263 120 71
"126" 1 0 -47.4166666666667 -23.5833333333333 182 105 60
"127" 1 0 -48.4166666666667 -10.75 261 124 65
"128" 3 0 -51.9166666666667 -7.41666666666667 246 131 77
"129" 3 0 -42.5833333333333 -21.25 224 124 63
"130" 2 0 -50.25 -25.5833333333333 171 118 58
"131" 3 0 -56.4166666666667 -27.0833333333333 220 113 49
"132" 2 0 -42.5833333333333 -22.25 175 102 59
"133" 1 0 -45.75 -15.25 229 131 71
"134" 3 0 -50.75 -19.75 233 128 70
"135" 1 0 -64.5833333333333 -5.08333333333333 264 91 82
"136" 1 0 -74.25 -7.58333333333333 262 111 78
"137" 2 0 -50.5833333333333 -22.75 214 126 63
"138" 1 0 -68.25 -2.75 255 91 86
"139" 2 0 -51.25 -9.91666666666667 261 129 74
"140" 2 0 -54.0833333333333 -26.0833333333333 191 136 57
"141" 3 0 -62.0833333333333 -15.75 239 132 69
"142" 3 0 -51.9166666666667 -17.5833333333333 230 121 72
"143" 1 0 -42.5833333333333 -16.5833333333333 212 128 69
"144" 1 0 -56.9166666666667 -18.5833333333333 259 108 65
"145" 1 0 -42.9166666666667 -7.91666666666667 264 129 79
"146" 2 0 -63.9166666666667 -3.08333333333333 267 90 85
"147" 3 0 -55.75 -11.75 252 141 68
"148" 3 0 -52.75 -32.4166666666667 178 95 46
"149" 1 0 -72.75 -10.0833333333333 257 113 78
"150" 3 0 -40.0833333333333 -3.41666666666667 274 113 80
"151" 1 0 -53.25 -11.75 250 148 67
"152" 1 0 -72.75 -10.75 256 117 79
"153" 2 0 -59.25 -20.4166666666667 252 128 62
"154" 2 0 -54.9166666666667 -23.9166666666667 218 117 56
"155" 3 0 -46.4166666666667 -20.0833333333333 202 129 66
"156" 1 0 -53.9166666666667 -27.75 196 120 55
"157" 2 0 -65.9166666666667 -10.75 266 111 70
"158" 2 0 -52.9166666666667 -15.4166666666667 235 150 68
"159" 3 0 -58.25 -23.25 240 128 58
"160" 3 0 -50.5833333333333 -27.25 151 112 55
"161" 2 0 -49.25 -17.0833333333333 232 121 67
"162" 2 0 -66.0833333333333 -9.25 259 107 75
"163" 1 0 -68.25 -14.9166666666667 204 95 72
"164" 3 0 -72.0833333333333 -12.75 147 154 77
"165" 1 0 -53.25 -14.0833333333333 241 142 71
"166" 1 0 -53.25 -20.5833333333333 237 118 69
"167" 2 0 -72.9166666666667 -8.25 256 103 74
"168" 3 0 -72.5833333333333 -12.25 222 143 79
"169" 2 0 -72.0833333333333 -10.75 253 116 77
"170" 2 0 -64.75 -2.91666666666667 268 90 85
"171" 1 0 -56.0833333333333 -20.5833333333333 241 120 64
"172" 2 0 -64.25 -13.4166666666667 260 123 72
"173" 3 0 -37.4166666666667 -11.4166666666667 252 84 68
"174" 1 0 -74.75 -7.08333333333333 263 115 80
"175" 3 0 -59.4166666666667 -20.5833333333333 251 128 62
"176" 1 0 -71.25 -8.08333333333333 257 105 79
"177" 1 0 -50.4166666666667 -17.25 241 116 69
"178" 2 0 -55.0833333333333 -14.4166666666667 239 131 73
"179" 3 0 -64.9166666666667 -17.5833333333333 151 149 70
"180" 3 0 -52.75 -31.5833333333333 175 103 49
"181" 1 0 -51.4166666666667 -22.75 220 125 63
"182" 1 0 -36.0833333333333 -9.41666666666667 243 76 67
"183" 1 0 -57.5833333333333 -13.25 249 138 73
"184" 3 0 -68.4166666666667 -15.25 210 98 73
"185" 2 0 -50.5833333333333 -23.5833333333333 188 125 64
"186" 2 0 -63.0833333333333 -11.5833333333333 247 125 72
"187" 2 0 -53.75 -15.25 225 142 67
"188" 3 0 -59.4166666666667 -17.9166666666667 235 125 68
"189" 3 0 -43.4166666666667 -21.9166666666667 208 113 61
"190" 1 0 -39.9166666666667 -11.5833333333333 232 102 70
"191" 2 0 -51.75 -29.25 184 97 51
"192" 2 0 -67.5833333333333 -14.9166666666667 242 107 69
"193" 2 0 -42.25 -11.25 239 130 73
"194" 3 0 -37.0833333333333 -6.75 259 93 75
"195" 2 0 -42.5833333333333 -13.0833333333333 239 129 72
"196" 3 0 -48.9166666666667 -11.25 263 121 68
"197" 1 0 -51.5833333333333 -6.41666666666667 248 123 81
"198" 1 0 -65.0833333333333 -2.25 264 92 87
"199" 1 0 -53.4166666666667 -12.75 248 145 69
"200" 2 0 -42.9166666666667 -4.91666666666667 275 114 70
"201" 2 0 -43.0833333333333 -12.4166666666667 242 135 72
"202" 3 0 -57.5833333333333 -30.25 197 115 47
"203" 3 0 -58.4166666666667 -19.9166666666667 257 123 63
"204" 2 0 -49.75 -18.25 239 124 69
"205" 3 0 -43.9166666666667 -14.4166666666667 247 127 70
"206" 2 0 -48.25 -13.5833333333333 251 110 68
"207" 1 0 -45.25 -10.0833333333333 244 140 70
"208" 1 0 -72.0833333333333 -15.0833333333333 19 177 70
"209" 3 0 -43.75 -2.91666666666667 269 87 82
"210" 2 0 -68.75 -3.91666666666667 254 94 86
"211" 2 0 -53.9166666666667 -19.9166666666667 238 117 70
"212" 3 0 -74.75 -9.41666666666667 222 131 81
"213" 3 0 -38.0833333333333 -8.75 227 99 67
"214" 2 0 -44.75 -20.9166666666667 193 123 68
"215" 3 0 -53.75 -15.0833333333333 224 142 68
"216" 3 0 -48.0833333333333 -25.4166666666667 220 78 48
"217" 2 0 -52.4166666666667 -22.5833333333333 224 126 63
"218" 2 0 -64.5833333333333 -9.08333333333333 261 105 75
"219" 1 0 -71.9166666666667 -4.41666666666667 259 97 85
"220" 3 0 -67.75 -6.41666666666667 257 102 81
"221" 3 0 -55.5833333333333 -24.5833333333333 219 113 54
"222" 1 0 -49.9166666666667 -22.5833333333333 208 127 64
"223" 2 0 -71.75 -13.4166666666667 81 163 72
"224" 1 0 -46.9166666666667 -23.9166666666667 174 93 57
"225" 2 0 -75.0833333333333 -7.41666666666667 268 117 81
"226" 2 0 -64.0833333333333 -7.58333333333333 263 102 75
"227" 1 0 -62.25 -10.25 249 122 69
"228" 3 0 -52.75 -16.4166666666667 238 135 68
"229" 1 0 -51.4166666666667 -20.25 238 126 68
"230" 3 0 -46.0833333333333 -8.25 251 120 73
"231" 3 0 -48.0833333333333 -16.0833333333333 213 119 71
"232" 3 0 -48.25 -7.58333333333333 260 116 74
"233" 1 0 -59.9166666666667 -11.4166666666667 232 129 68
"234" 2 0 -45.4166666666667 -13.4166666666667 236 123 72
"235" 1 0 -44.75 -9.41666666666667 252 130 73
"236" 2 0 -64.4166666666667 -16.4166666666667 251 111 64
"237" 1 0 -45.5833333333333 -5.25 259 112 74
"238" 3 0 -40.25 -9.41666666666667 244 127 75
"239" 3 0 -73.5833333333333 -9.91666666666667 258 114 80
"240" 2 0 -38.0833333333333 -11.9166666666667 236 85 67
"241" 3 0 -50.25 -22.5833333333333 208 127 64
"242" 2 0 -48.9166666666667 -19.0833333333333 228 131 68
"243" 1 0 -65.0833333333333 -16.5833333333333 253 112 62
"244" 2 0 -44.25 -13.5833333333333 240 128 73
"245" 1 0 -72.75 -13.25 63 162 73
"246" 1 0 -68.25 -18.0833333333333 55 185 70
"247" 3 0 -67.75 -7.41666666666667 256 109 80
"248" 1 0 -55.4166666666667 -15.25 238 122 69
"249" 1 0 -71.75 -10.4166666666667 252 115 77
"250" 2 0 -66.75 -3.75 259 91 84
"251" 2 0 -61.4166666666667 -6.25 264 95 77
"252" 1 0 -67.5833333333333 -9.91666666666667 260 107 74
"253" 2 0 -39.75 -5.25 255 90 78
"254" 1 0 -49.5833333333333 -23.4166666666667 208 123 62
"255" 1 0 -51.9166666666667 -15.25 255 127 69
"256" 2 0 -50.4166666666667 -9.91666666666667 269 125 74
"257" 2 0 -41.4166666666667 -13.5833333333333 193 116 71
"258" 3 0 -49.25 -24.0833333333333 191 116 59
"259" 3 0 -49.0833333333333 -25.5833333333333 167 98 55
"260" 3 0 -38.0833333333333 -8.25 230 98 67
"261" 3 0 -53.4166666666667 -12.0833333333333 249 149 66
"262" 1 0 -58.9166666666667 -18.25 242 127 67
"263" 1 0 -45.25 -18.0833333333333 233 132 69
"264" 1 0 -64.75 -7.25 264 101 76
"265" 2 0 -73.0833333333333 -9.58333333333333 258 112 78
"266" 3 0 -51.4166666666667 -26.75 149 121 58
"267" 1 0 -48.9166666666667 -14.0833333333333 249 106 69
"268" 2 0 -53.4166666666667 -18.5833333333333 240 123 70
"269" 1 0 -66.25 -14.4166666666667 255 113 67
"270" 3 0 -75.0833333333333 -10.9166666666667 213 128 82
"271" 1 0 -40.75 -21.0833333333333 239 87 61
"272" 3 0 -35.4166666666667 -5.91666666666667 255 95 75
"273" 3 0 -49.0833333333333 -21.0833333333333 225 125 69
"274" 2 0 -49.9166666666667 -24.4166666666667 165 119 57
"275" 3 0 -64.75 -7.75 263 103 76
"276" 2 0 -44.75 -5.41666666666667 267 108 72
"277" 1 0 -56.75 -21.9166666666667 235 116 60
"278" 2 0 -40.25 -5.91666666666667 251 101 77
"279" 3 0 -41.25 -14.9166666666667 226 106 69
"280" 2 0 -64.75 -9.58333333333333 261 106 75
"281" 1 0 -52.5833333333333 -15.25 224 142 69
"282" 3 0 -70.4166666666667 -4.25 258 97 85
"283" 3 0 -35.75 -7.25 238 89 70
"284" 2 0 -35.4166666666667 -5.25 260 84 73
"285" 2 0 -38.4166666666667 -9.75 231 104 68
"286" 3 0 -71.75 -14.9166666666667 32 180 68
"287" 3 0 -43.4166666666667 -12.25 249 138 72
"288" 3 0 -42.25 -11.9166666666667 207 128 72
"289" 2 0 -72.4166666666667 -8.41666666666667 256 104 75
"290" 2 0 -46.25 -12.9166666666667 241 113 73
"291" 2 0 -44.5833333333333 -4.41666666666667 273 104 77
"292" 3 0 -65.75 -12.75 264 119 71
"293" 1 0 -50.9166666666667 -9.08333333333333 259 130 75
"294" 1 0 -70.75 -16.25 51 169 74
"295" 2 0 -56.75 -19.4166666666667 257 108 64
"296" 1 0 -73.9166666666667 -12.25 231 137 82
"297" 2 0 -50.25 -12.0833333333333 272 118 73
"298" 2 0 -65.5833333333333 -9.58333333333333 262 107 75
"299" 1 0 -64.25 -5.41666666666667 264 92 81
"300" 3 0 -70.0833333333333 -13.4166666666667 226 104 75
