"group.all" "pa" "lon" "lat" "bio1" "bio2" "bio3"
"710" 2 0 -51.5833333333333 -15.25 258 122 70
"810" 1 0 -38.9166666666667 -8.75 247 107 69
"9" 2 0 -40.0833333333333 -5.25 247 94 78
"1010" 2 0 -51.75 -17.75 231 120 72
"1110" 1 0 -50.0833333333333 -26.25 168 121 56
"1210" 1 0 -66.5833333333333 -18.0833333333333 82 174 65
"1310" 1 0 -43.0833333333333 -10.75 252 138 80
"14" 2 0 -40.4166666666667 -18.5833333333333 239 102 68
"15" 2 0 -43.75 -2.41666666666666 272 80 82
"16" 3 0 -40.25 -18.4166666666667 239 98 67
"17" 2 0 -72.5833333333333 -5.75 260 100 81
"1810" 2 0 -48.75 -9.41666666666666 258 123 74
"1910" 1 0 -41.5833333333333 -13.25 209 120 72
"2010" 2 0 -49.5833333333333 -11.4166666666667 271 119 71
"2110" 3 0 -55.9166666666667 -21.25 237 118 62
"2210" 3 0 -70.75 -8.91666666666666 255 111 79
"2310" 2 0 -56.4166666666667 -6.25 260 110 70
"24" 1 0 -45.0833333333333 -15.25 234 137 70
"2510" 3 0 -63.9166666666667 -9.25 259 105 72
"26" 2 0 -44.25 -12.9166666666667 231 135 73
"27" 1 0 -40.75 -16.4166666666667 233 109 66
"2810" 2 0 -59.75 -14.4166666666667 241 134 70
"2910" 3 0 -42.4166666666667 -13.5833333333333 217 118 71
"301" 1 0 -40.9166666666667 -13.0833333333333 232 109 74
"311" 2 0 -63.0833333333333 -10.75 246 121 72
"32" 2 0 -46.4166666666667 -12.25 252 115 74
"33" 3 0 -36.25 -7.41666666666666 230 90 70
"34" 2 0 -62.9166666666667 -17.0833333333333 244 110 67
"351" 3 0 -45.75 -13.4166666666667 238 119 73
"361" 1 0 -40.5833333333333 -4.41666666666666 263 108 80
"371" 2 0 -74.25 -11.75 222 136 81
"381" 3 0 -67.4166666666667 -2.75 256 91 85
"39" 1 0 -65.9166666666667 -15.4166666666667 251 110 62
"401" 2 0 -38.0833333333333 -9.08333333333333 234 101 67
"411" 2 0 -55.9166666666667 -23.4166666666667 225 116 58
"421" 1 0 -46.0833333333333 -17.4166666666667 235 129 72
"43" 2 0 -54.0833333333333 -10.75 250 146 68
"441" 1 0 -62.4166666666667 -3.25 266 88 85
"45" 1 0 -59.4166666666667 -12.4166666666667 231 131 69
"46" 1 0 -62.0833333333333 -15.75 239 132 69
"471" 3 0 -53.4166666666667 -30.0833333333333 194 102 50
"481" 1 0 -74.25 -4.41666666666666 266 100 84
"491" 1 0 -49.0833333333333 -19.5833333333333 234 131 69
"50" 2 0 -38.75 -12.75 244 75 66
"511" 2 0 -55.25 -24.75 217 116 54
"521" 1 0 -65.75 -6.58333333333333 262 99 79
"531" 3 0 -63.75 -14.9166666666667 256 119 68
"54" 2 0 -58.0833333333333 -10.0833333333333 250 129 67
"551" 1 0 -34.9166666666667 -7.75 252 84 73
"561" 2 0 -43.5833333333333 -15.5833333333333 243 121 71
"57" 2 0 -40.0833333333333 -18.9166666666667 240 96 65
"58" 1 0 -51.75 -21.9166666666667 221 124 63
"591" 2 0 -38.9166666666667 -13.75 247 64 64
"601" 3 0 -50.0833333333333 -14.4166666666667 258 109 70
"611" 3 0 -73.25 -11.25 256 119 80
"621" 2 0 -66.75 -4.91666666666666 263 89 80
"631" 1 0 -47.5833333333333 -6.58333333333333 253 118 71
"641" 1 0 -61.4166666666667 -10.9166666666667 238 129 68
"651" 1 0 -63.75 -16.25 252 111 65
"661" 3 0 -59.0833333333333 -14.5833333333333 224 136 73
"671" 2 0 -67.4166666666667 -13.0833333333333 261 112 71
"68" 2 0 -68.4166666666667 -17.75 77 182 69
"691" 3 0 -46.25 -19.9166666666667 196 127 66
"701" 1 0 -54.25 -14.4166666666667 235 138 71
"71" 1 0 -49.4166666666667 -10.25 270 121 72
"72" 1 0 -52.75 -16.75 238 131 68
"731" 3 0 -48.0833333333333 -22.5833333333333 206 117 62
"741" 2 0 -46.25 -14.25 240 114 71
"751" 3 0 -67.5833333333333 -12.75 260 111 70
"761" 2 0 -46.75 -4.91666666666666 256 116 76
"77" 3 0 -44.0833333333333 -23.0833333333333 225 95 59
"781" 1 0 -64.5833333333333 -11.5833333333333 261 116 72
"791" 2 0 -50.9166666666667 -26.5833333333333 152 121 57
"801" 3 0 -62.0833333333333 -11.9166666666667 232 130 70
"811" 2 0 -57.75 -9.41666666666666 252 128 67
"821" 2 0 -74.9166666666667 -14.75 192 166 71
"831" 3 0 -47.5833333333333 -8.91666666666666 263 121 74
"841" 1 0 -61.5833333333333 -6.25 264 95 77
"851" 1 0 -46.75 -16.0833333333333 224 125 71
"861" 2 0 -58.9166666666667 -13.0833333333333 233 136 69
"87" 3 0 -65.4166666666667 -13.75 260 121 71
"88" 3 0 -50.75 -5.08333333333333 255 106 84
"89" 3 0 -39.9166666666667 -6.08333333333333 246 101 75
"901" 1 0 -36.4166666666667 -7.08333333333333 226 92 73
"91" 1 0 -36.75 -8.41666666666666 220 94 68
"921" 3 0 -52.0833333333333 -9.75 258 135 72
"93" 1 0 -54.4166666666667 -19.5833333333333 231 118 69
"94" 3 0 -66.5833333333333 -11.75 263 114 70
"95" 1 0 -73.25 -5.75 263 102 81
"96" 2 0 -45.4166666666667 -19.9166666666667 217 135 67
"97" 3 0 -65.25 -11.5833333333333 265 114 70
"98" 3 0 -70.9166666666667 -16.25 25 173 73
"99" 3 0 -60.4166666666667 -18.9166666666667 244 132 66
"100" 1 0 -53.25 -8.08333333333333 250 133 73
"101" 3 0 -66.25 -8.08333333333333 260 106 79
"102" 3 0 -60.25 -7.08333333333333 262 102 70
"103" 3 0 -56.9166666666667 -21.9166666666667 234 116 60
"104" 2 0 -65.75 -17.5833333333333 140 158 68
"105" 2 0 -67.75 -9.91666666666666 260 107 74
"106" 1 0 -50.9166666666667 -4.91666666666666 255 105 84
"107" 3 0 -65.9166666666667 -9.91666666666666 263 108 74
"108" 2 0 -47.5833333333333 -9.41666666666666 265 123 73
"109" 3 0 -62.75 -4.75 263 89 83
"110" 3 0 -52.4166666666667 -23.25 208 124 63
"111" 1 0 -67.9166666666667 -13.75 255 108 72
"112" 3 0 -64.0833333333333 -17.75 204 118 69
"113" 3 0 -55.5833333333333 -28.0833333333333 210 122 53
"114" 2 0 -55.25 -15.5833333333333 224 126 68
"115" 3 0 -66.4166666666667 -15.4166666666667 250 108 63
"116" 3 0 -75.75 -12.75 50 144 78
"117" 3 0 -51.75 -16.25 254 120 69
"118" 2 0 -55.75 -5.08333333333333 262 103 77
"119" 1 0 -45.4166666666667 -1.58333333333333 269 75 75
"120" 1 0 -63.25 -8.91666666666666 260 103 70
"121" 2 0 -54.0833333333333 -25.5833333333333 202 132 56
"122" 3 0 -49.0833333333333 -13.75 258 109 69
"123" 1 0 -56.0833333333333 -13.25 249 137 73
"124" 1 0 -60.5833333333333 -19.75 249 131 62
"125" 1 0 -48.5833333333333 -13.75 243 108 69
"126" 1 0 -44.9166666666667 -11.9166666666667 243 145 70
"127" 1 0 -45.25 -7.08333333333333 264 117 73
"128" 3 0 -52.9166666666667 -18.5833333333333 225 123 71
"129" 3 0 -45.75 -15.25 229 131 71
"130" 2 0 -45.75 -14.75 229 125 71
"131" 3 0 -63.25 -6.91666666666666 264 100 74
"132" 2 0 -49.5833333333333 -17.5833333333333 240 123 68
"133" 1 0 -56.9166666666667 -12.5833333333333 256 136 70
"134" 3 0 -42.5833333333333 -17.75 210 120 67
"135" 1 0 -45.75 -14.5833333333333 229 124 71
"136" 1 0 -47.9166666666667 -8.08333333333333 265 117 74
"137" 2 0 -53.0833333333333 -28.0833333333333 191 109 54
"138" 1 0 -40.4166666666667 -4.41666666666666 263 107 80
"139" 2 0 -57.4166666666667 -18.25 259 114 66
"140" 2 0 -66.75 -13.4166666666667 262 115 71
"141" 3 0 -69.0833333333333 -16.5833333333333 81 136 66
"142" 3 0 -44.5833333333333 -2.75 272 87 83
"143" 1 0 -50.75 -7.41666666666666 247 126 78
"144" 1 0 -51.4166666666667 -14.75 259 122 70
"145" 1 0 -46.0833333333333 -21.25 203 128 66
"146" 2 0 -49.5833333333333 -15.25 244 99 68
"147" 3 0 -58.25 -25.25 225 124 53
"148" 3 0 -66.75 -6.25 260 98 80
"149" 1 0 -41.5833333333333 -16.25 214 116 67
"150" 3 0 -47.9166666666667 -21.4166666666667 214 122 66
"151" 1 0 -55.4166666666667 -28.75 203 120 51
"152" 1 0 -46.4166666666667 -4.25 264 106 82
"153" 2 0 -55.25 -32.0833333333333 178 122 48
"154" 2 0 -55.0833333333333 -10.75 250 145 70
"155" 3 0 -42.75 -12.9166666666667 225 130 73
"156" 1 0 -66.5833333333333 -7.75 260 106 80
"157" 2 0 -71.9166666666667 -10.0833333333333 254 113 76
"158" 2 0 -66.4166666666667 -11.9166666666667 263 114 70
"159" 3 0 -59.9166666666667 -10.0833333333333 245 124 68
"160" 3 0 -39.75 -9.91666666666666 231 116 71
"161" 2 0 -58.4166666666667 -10.25 250 129 68
"162" 2 0 -48.75 -12.75 261 118 69
"163" 1 0 -68.5833333333333 -9.75 250 116 76
"164" 3 0 -56.5833333333333 -18.9166666666667 259 109 65
"165" 1 0 -55.4166666666667 -32.25 178 122 48
"166" 1 0 -58.0833333333333 -19.9166666666667 258 119 63
"167" 2 0 -53.0833333333333 -25.5833333333333 187 135 58
"168" 3 0 -54.5833333333333 -8.41666666666666 253 135 69
"169" 2 0 -38.0833333333333 -6.91666666666666 262 104 73
"170" 2 0 -67.4166666666667 -17.9166666666667 93 190 70
"171" 1 0 -52.25 -28.4166666666667 181 103 53
"172" 2 0 -57.0833333333333 -31.9166666666667 179 120 47
"173" 3 0 -44.9166666666667 -5.75 263 110 71
"174" 1 0 -38.9166666666667 -3.41666666666666 265 79 80
"175" 3 0 -56.75 -10.25 254 136 70
"176" 1 0 -49.5833333333333 -13.25 264 114 71
"177" 1 0 -57.9166666666667 -6.75 263 108 66
"178" 2 0 -72.5833333333333 -5.08333333333333 260 99 83
"179" 3 0 -71.0833333333333 -13.4166666666667 84 165 71
"180" 3 0 -70.75 -14.5833333333333 51 198 68
"181" 1 0 -52.25 -23.4166666666667 201 123 63
"182" 1 0 -50.75 -28.25 164 102 53
"183" 1 0 -47.9166666666667 -25.25 223 83 49
"184" 3 0 -43.5833333333333 -3.41666666666666 270 95 78
"185" 2 0 -43.25 -21.9166666666667 207 114 61
"186" 2 0 -50.5833333333333 -5.58333333333333 257 108 82
"187" 2 0 -51.9166666666667 -16.4166666666667 248 122 69
"188" 3 0 -41.9166666666667 -14.75 214 113 68
"189" 3 0 -42.5833333333333 -21.5833333333333 219 123 63
"190" 1 0 -55.5833333333333 -32.9166666666667 174 121 47
"191" 2 0 -37.5833333333333 -12.0833333333333 248 83 68
"192" 2 0 -70.25 -11.75 246 112 72
"193" 2 0 -49.4166666666667 -21.75 215 127 64
"194" 3 0 -55.9166666666667 -18.5833333333333 259 116 65
"195" 2 0 -59.25 -12.75 228 133 69
"196" 3 0 -41.25 -9.75 253 134 78
"197" 1 0 -56.75 -27.9166666666667 218 117 51
"198" 1 0 -73.5833333333333 -14.0833333333333 98 166 76
"199" 1 0 -40.0833333333333 -11.4166666666667 233 104 70
"200" 2 0 -41.0833333333333 -19.75 239 117 66
"201" 2 0 -48.25 -23.5833333333333 192 113 61
"202" 3 0 -45.4166666666667 -17.4166666666667 226 133 69
"203" 3 0 -49.4166666666667 -7.41666666666666 260 121 77
"204" 2 0 -46.25 -21.75 187 123 66
"205" 3 0 -58.4166666666667 -25.75 223 126 53
"206" 2 0 -57.4166666666667 -7.75 264 117 64
"207" 1 0 -69.4166666666667 -4.41666666666666 257 98 86
"208" 1 0 -64.75 -7.41666666666666 263 102 76
"209" 3 0 -48.4166666666667 -14.25 241 103 69
"210" 2 0 -41.25 -21.9166666666667 233 89 57
"211" 2 0 -59.9166666666667 -14.5833333333333 238 135 71
"212" 3 0 -46.4166666666667 -10.9166666666667 243 132 72
"213" 3 0 -66.5833333333333 -18.25 83 173 65
"214" 2 0 -39.4166666666667 -5.25 270 97 78
"215" 3 0 -53.75 -16.75 224 133 67
"216" 3 0 -68.0833333333333 -5.91666666666666 257 101 83
"217" 2 0 -58.5833333333333 -9.91666666666666 249 127 67
"218" 2 0 -40.4166666666667 -8.41666666666666 245 123 75
"219" 1 0 -53.25 -25.0833333333333 177 130 61
"220" 3 0 -65.25 -14.9166666666667 253 113 63
"221" 3 0 -52.25 -17.9166666666667 233 122 71
"222" 1 0 -53.9166666666667 -32.4166666666667 170 117 50
"223" 2 0 -72.9166666666667 -12.75 197 161 80
"224" 1 0 -68.5833333333333 -1.91666666666666 255 89 86
"225" 2 0 -50.4166666666667 -10.9166666666667 274 121 74
"226" 2 0 -43.25 -11.5833333333333 255 140 73
"227" 1 0 -44.0833333333333 -10.0833333333333 254 142 72
"228" 3 0 -54.9166666666667 -19.0833333333333 242 121 67
"229" 1 0 -57.0833333333333 -14.9166666666667 257 124 70
"230" 3 0 -50.75 -26.0833333333333 170 124 56
"231" 3 0 -75.75 -10.4166666666667 107 146 80
"232" 3 0 -48.5833333333333 -4.08333333333333 267 104 84
"233" 1 0 -44.0833333333333 -8.58333333333333 265 122 75
"234" 2 0 -48.4166666666667 -16.25 223 114 70
"235" 1 0 -58.75 -12.75 234 136 69
"236" 2 0 -67.75 -5.58333333333333 259 97 82
"237" 1 0 -45.0833333333333 -18.25 222 130 69
"238" 3 0 -75.0833333333333 -12.4166666666667 85 148 77
"239" 3 0 -63.25 -14.0833333333333 252 124 70
"240" 2 0 -57.4166666666667 -17.0833333333333 262 120 65
"241" 3 0 -45.4166666666667 -9.75 254 135 72
"242" 2 0 -57.75 -9.58333333333333 253 128 67
"243" 1 0 -74.0833333333333 -12.4166666666667 202 149 79
"244" 2 0 -75.4166666666667 -6.08333333333333 267 111 84
"245" 1 0 -72.5833333333333 -3.75 260 96 85
"246" 1 0 -55.5833333333333 -19.0833333333333 258 118 65
"247" 3 0 -50.75 -10.4166666666667 269 124 74
"248" 1 0 -64.9166666666667 -10.5833333333333 262 109 71
"249" 1 0 -43.5833333333333 -14.0833333333333 248 125 72
"250" 2 0 -72.25 -13.5833333333333 94 161 74
"251" 2 0 -54.4166666666667 -20.4166666666667 232 113 70
"252" 1 0 -51.9166666666667 -10.4166666666667 261 133 73
"253" 2 0 -68.75 -18.5833333333333 68 183 71
"254" 1 0 -42.0833333333333 -5.75 268 116 72
"255" 1 0 -56.25 -24.0833333333333 225 110 55
"256" 2 0 -63.25 -5.41666666666666 264 92 80
"257" 2 0 -43.25 -9.08333333333333 250 136 80
"258" 3 0 -48.5833333333333 -15.5833333333333 237 100 69
"259" 3 0 -41.9166666666667 -20.4166666666667 188 129 65
"260" 3 0 -44.5833333333333 -6.41666666666666 259 112 73
"261" 3 0 -45.5833333333333 -2.41666666666666 270 87 84
"262" 1 0 -72.0833333333333 -7.41666666666666 255 100 76
"263" 1 0 -43.0833333333333 -22.4166666666667 173 97 58
"264" 1 0 -65.0833333333333 -4.91666666666666 264 91 83
"265" 2 0 -40.75 -13.9166666666667 235 95 69
"266" 3 0 -53.75 -22.25 232 119 65
"267" 1 0 -59.4166666666667 -8.25 258 113 66
"268" 2 0 -36.25 -7.75 227 91 70
"269" 1 0 -60.9166666666667 -9.41666666666666 251 118 68
"270" 3 0 -57.4166666666667 -14.0833333333333 240 136 72
"271" 1 0 -51.0833333333333 -15.0833333333333 261 116 69
"272" 3 0 -56.25 -7.91666666666666 256 124 67
"273" 3 0 -39.25 -4.58333333333333 257 96 78
"274" 2 0 -48.4166666666667 -22.5833333333333 210 121 64
"275" 3 0 -55.9166666666667 -27.0833333333333 213 126 53
"276" 2 0 -69.9166666666667 -12.25 248 110 72
"277" 1 0 -49.4166666666667 -8.91666666666666 265 127 75
"278" 2 0 -36.9166666666667 -10.0833333333333 254 92 65
"279" 3 0 -51.25 -7.58333333333333 251 129 77
"280" 2 0 -42.5833333333333 -6.75 271 115 76
"281" 1 0 -71.0833333333333 -10.4166666666667 252 114 75
"282" 3 0 -65.9166666666667 -2.91666666666666 260 93 86
"283" 3 0 -44.25 -11.9166666666667 248 148 70
"284" 2 0 -58.0833333333333 -25.25 227 122 53
"285" 2 0 -53.5833333333333 -32.5833333333333 175 109 49
"286" 3 0 -45.9166666666667 -18.5833333333333 222 124 72
"287" 3 0 -54.25 -10.25 249 145 69
"288" 3 0 -55.25 -15.75 224 125 67
"289" 2 0 -69.75 -17.0833333333333 29 166 72
"290" 2 0 -41.75 -14.5833333333333 221 114 69
"291" 2 0 -57.25 -13.9166666666667 243 137 73
"292" 3 0 -53.5833333333333 -11.4166666666667 250 148 67
"293" 1 0 -60.4166666666667 -10.5833333333333 242 126 68
"294" 1 0 -72.25 -8.25 255 103 75
"295" 2 0 -58.25 -13.4166666666667 238 139 70
"296" 1 0 -65.25 -9.25 258 106 75
"297" 2 0 -53.9166666666667 -6.25 252 118 77
"298" 2 0 -73.0833333333333 -8.08333333333333 255 104 75
"299" 1 0 -48.75 -21.25 221 123 68
"300" 3 0 -42.9166666666667 -16.25 207 127 70
